Similarity Score,Original Sentence (Keep),Duplicate Sentence (Remove)
0.8834,ang tagal bago na ship out inabot ng tatlong araw bago gumalaw,ang tagal bago naship out inabot ng tatlong araw bago napickup ng courier
0.8834,ang tagal bago na ship out inabot ng tatlong araw bago gumalaw,ang tagal bago na ship out inabot ng siyam na araw bago gumalaw
0.9455,very responsive si seller tinulungan ako mag track nung parcel ko na na-delay,responsive naman si seller tinulungan ako i-track yung parcel ko nung na-delay
0.9455,very responsive si seller tinulungan ako mag track nung parcel ko na na-delay,responsive naman si seller tinulungan ako i-track yung parcel ko nung na-delay
0.9174,very responsive si seller tinulungan ako mag track nung parcel ko na na-delay,responsive naman si seller tinulungan ako mag track nung parcel nung na-delay delivery
0.9492,durog durog yung box pagdating sakin parang inupuan ng courier sa van,durog durog yung box pagdating sakin parang inupuan ng courier sa van nakakainis tignan
0.9866,walang lasa yung tea bag kahit ibabad ng matagal parang mainit na tubig lang,walang lasa yung tea bag kahit ibabad ng matagal parang mainit na tubig lang iniinom
0.9893,expired na yung tea na nareceive ko nakakadismaya naman yung service niyo,expired na yung tea na nareceive ko nakakadismaya naman yung service niyo paki ayos
0.9564,sulit ang presyo ang daming tea bags sa isang box matagal maubos,sulit ang presyo ang daming tea bags sa isang box matagal bago maubos to
0.9839,bakit ang pait masyado nung lasa hindi ko mainom kahit lagyan ng honey,bakit ang pait masyado nung lasa hindi ko mainom kahit lagyan ko pa ng honey
0.9648,secure ang packaging naka bubble wrap para hindi madurog yung box sa byahe,secure ang packaging naka bubble wrap para hindi madurog yung box sa byahe salamat
0.8819,secure ang packaging naka bubble wrap para hindi madurog yung box sa byahe,secure na secure ang packaging naka bubble wrap ng makapal kaya walang yupi yung box
0.8751,secure ang packaging naka bubble wrap para hindi madurog yung box sa byahe,secure ang packaging naka tape yung takip para sure na hindi tumapon sa byahe
0.8775,secure ang packaging naka bubble wrap para hindi madurog yung box sa byahe,secure ang packaging naka tape ang takip para hindi tumapon sa byahe
0.9870,kulang ng dalawang sachet yung laman ng box nung binilang ko kanina,kulang ng dalawang sachet yung laman ng box nung binilang ko kanina ang daya naman
0.9304,refreshing yung lasa lalo na pag nilagyan ng yelo perfect sa tag-init,refreshing yung lasa lalo na pag nilagyan ng yelo perfect drink sa tag-init ngayon
0.9744,okay naman yung item pero medyo matagal bago dumating sa bahay namin,okay naman yung item pero medyo matagal bago dumating sa bahay namin inip na ako
0.9166,hindi effective sakin hindi naman ako inantok kahit uminom ako nito,hindi effective sakin hindi naman ako inantok kahit uminom ako nito gabi gabi
0.8608,hindi effective sakin hindi naman ako inantok kahit uminom ako nito,hindi effective sakin hindi naman ako naging mabango kahit madami ilagay ko pa
0.9598,thank you po sa free taste na ibang flavor susubukan ko din yun,thank you po sa free taste na ibang flavor susubukan ko din yun next time
0.9262,parang luma na yung tea bags ang hina na nung amoy pag binuksan,parang luma na yung tea bags ang hina na nung amoy pag binuksan ko yung pack
0.9801,legit organic tea to masarap at healthy pa kaya dito na ako bibili,legit organic tea to masarap at healthy pa kaya dito na ako bibili palagi
0.9693,mali yung variant na pinadala niyo chamomile order ko green tea dumating,mali yung variant na pinadala niyo chamomile order ko green tea dumating sakin ngayon
0.9503,sana magkaroon kayo ng ibang flavors like ginger at lemon next time,sana magkaroon kayo ng ibang flavors like ginger at lemon next time para mas madami choices
0.8851,okay naman yung lasa pero mas gusto ko pa rin yung spanish style na spicy,okay lang yung lasa pero mas gusto ko pa rin yung spicy kalamansi flavor
0.9714,ang bilis dumating ng order ko kahapon lang ako nag check out nandito na,mabilis dumating yung order ko kahapon lang ako nag check out nandito na
0.9566,ang bilis dumating ng order ko kahapon lang ako nag check out nandito na,mabilis dumating yung order ko kahapon lang ako nag check out nandito na agad
0.8915,ang bilis dumating ng order ko kahapon lang ako nag check out nandito na,mabilis dumating yung order ko kahapon lang chineck out nandito na agad
0.9521,ang bilis dumating ng order ko kahapon lang ako nag check out nandito na,dumating na yung order ko kahapon lang ako nag check out ang bilis
0.8774,well packed naka bubble wrap bawat lata kaya sure na walang damage pagdating dito,secured ang packaging naka bubble wrap bawat lata kaya walang damage nung nakuha ko
0.9437,well packed naka bubble wrap bawat lata kaya sure na walang damage pagdating dito,well packed naka bubble wrap ng makapal kaya sure na walang damage pagdating dito
0.8540,well packed naka bubble wrap bawat lata kaya sure na walang damage pagdating dito,okay naman yung packaging balot na balot ng bubble wrap kaya walang damage nung dumating
0.8831,well packed naka bubble wrap bawat lata kaya sure na walang damage pagdating dito,well packaged naka bubble wrap bawat set kaya walang nagkiskisan sa byahe
0.8697,well packed naka bubble wrap bawat lata kaya sure na walang damage pagdating dito,secure ang packaging naka bubble wrap bawat piraso kaya walang damage
0.8946,well packed naka bubble wrap bawat lata kaya sure na walang damage pagdating dito,well packaged naka bubble wrap ng makapal kaya walang damage yung box
0.9257,kulang ng isa yung order ko anim dapat to pero lima lang ang dumating,kulang ng isa yung pinadala nyo anim order ko pero lima lang laman
0.8766,ang taba masyado nung laman halos wala na akong nakain na karne sayang lang,ang taba masyado nung meat halos mantika nalang natira nung pinrito ko kanina
0.8913,sulit ang bundle pack ang laki ng natipid ko kaysa bumili ng tingi sa labas,sulit ang bundle promo ang laki ng natipid ko kaysa bumili ng tingi
0.8828,mabilis dumating yung parcel kahapon ko lang inorder nandito na agad ngayon salamat,mabilis dumating yung parcel kahapon lang inorder nandito na agad sa bahay
0.8923,mabilis dumating yung parcel kahapon ko lang inorder nandito na agad ngayon salamat,mabilis ang delivery kahapon ko lang inorder nandito na agad sa bahay salamat
0.8678,mabilis dumating yung parcel kahapon ko lang inorder nandito na agad ngayon salamat,bilis ng delivery kahapon ko lang inorder tapos nandito na agad ngayon yung parcel ko
0.9665,ang tagal bago nadeliver inabot ng siyam na araw sa sorting center nakakainip,tagal bago dumating inabot ng siyam na araw sa sorting center nakakainip
0.9459,ang tagal bago nadeliver inabot ng siyam na araw sa sorting center nakakainip,tagal bago dumating inabot ng siyam na araw sa sorting center nakakainip maghintay
0.9157,expired na yung item nung chineck ko yung ilalim ng lata nakakadismaya naman,expired na yung product nung chineck ko yung ilalim ng lata grabe naman
0.9500,matagal bago na ship out ni seller pero naintindihan ko naman kasi sale nung nakaraan,tagal bago na ship out ni seller pero naintindihan ko naman kasi sale
0.9591,sulit na sulit ang bundle pack tatlong lata sa murang halaga laking tipid nito,sulit ang bundle pack tatlong piraso sa murang halaga laking tipid nito
0.8788,ang tagal bago nadeliver inabot ng dalawang linggo sa courier bago ko nakuha,ang tagal bago dumating inabot ng dalawang linggo bago ko nakuha
0.9107,ang tagal bago nadeliver inabot ng dalawang linggo sa courier bago ko nakuha,tagal bago dumating ng order ko inabot ng dalawang linggo sa courier
0.8571,ang tagal bago nadeliver inabot ng dalawang linggo sa courier bago ko nakuha,ang bagal ng delivery inabot ng dalawang linggo bago ko nareceive dito
0.8849,ang bilis dumating kahapon lang inorder nandito na agad salamat rider at seller sa uulitin,mabilis dumating yung parcel kahapon lang inorder nandito na agad salamat rider at seller
0.8797,ang bilis dumating kahapon lang inorder nandito na agad salamat rider at seller sa uulitin,ang bilis dumating kahapon lang inorder nandito na agad salamat seller sa mabilis na shipping
0.8991,expired na yung pinadala niyo sana chineck niyo muna bago i-ship out nakakadismaya naman,expired na yung pinadala niyo sana chineck niyo muna bago ibenta
0.9437,expired na yung pinadala niyo sana chineck niyo muna bago i-ship out nakakadismaya naman,expired na yung binigay niyo sakin sana chineck niyo muna bago ship out
0.8652,mabilis dumating at maayos ang packaging walang damage nung nareceive ko salamat seller,mabilis dumating yung order ko well packed at walang leak salamat po seller
0.8728,mabilis dumating at maayos ang packaging walang damage nung nareceive ko salamat seller,okay naman yung packaging walang damage nung dumating at mabilis din naship ni seller
0.9138,mabilis dumating at maayos ang packaging walang damage nung nareceive ko salamat seller,maayos ang packaging at walang sira nung nareceive ko salamat seller
0.8631,mabilis dumating at maayos ang packaging walang damage nung nareceive ko salamat seller,dumating na yung parcel at walang damage salamat sa maayos na packaging seller
0.9895,will order again pag nasira na tong gamit ko ngayon sana may discount na,will order again pag nabasag tong gamit ko ngayon sana may discount na
0.9250,sulit na budol to ang mura lang pero ang ganda ng quality parang branded,sulit na budol to ang mura lang pero quality naman yung item parang branded tignan
0.9030,ang tagal bago na ship out ni seller nainip na ako kakahintay sa frother,tagal bago na ship out ni seller nainip na ako kakahintay sa order
0.8881,ang tagal bago na ship out ni seller nainip na ako kakahintay sa frother,ang tagal bago na ship out ni seller nainip na ako kakahintay sa order ko
0.8823,ang tagal bago na ship out ni seller nainip na ako kakahintay sa frother,tagal bago na ship out ni seller nainip na ako kakahintay sa order ko
0.8749,ang tagal bago na ship out ni seller nainip na ako kakahintay sa frother,matagal bago na ship out ni seller nainip na ako kakahintay sa order
0.9073,responsive si seller pinalitan agad yung defective unit na nareceive ko nung una,responsive si seller pinalitan agad yung defective brush na nareceive ko nung una
0.9120,responsive si seller pinalitan agad yung defective unit na nareceive ko nung una,responsive si seller pinalitan agad yung sira na item na nareceive ko
0.8746,responsive si seller pinalitan agad yung defective unit na nareceive ko nung una,responsive naman si seller at pinalitan agad yung damaged item na nareceive ko
0.9140,responsive si seller pinalitan agad yung defective unit na nareceive ko nung una,very responsive si seller pinalitan agad yung defective item na nareceive ko nung una
0.8821,responsive si seller pinalitan agad yung defective unit na nareceive ko nung una,very responsive si seller pinalitan agad yung defective item na nakuha ko
0.8821,responsive si seller pinalitan agad yung defective unit na nareceive ko nung una,very responsive si seller pinalitan agad yung defective item na nakuha ko
0.9089,kulang yung bilang nung binilang ko 95 pcs lang dapat 100 pcs ang laman,kulang yung bilang nung binilang ko 90 pcs lang dapat 100 pcs
0.8796,kulang yung bilang nung binilang ko 95 pcs lang dapat 100 pcs ang laman,kulang yung bilang na dumating order ko 100 pieces pero 95 lang nabilang ko
0.9007,sulit ang presyo ang dami pala nito matagal ko na tong magagamit sa bahay,sulit sa presyo ang laki ng lata matagal ko na tong magagamit sa bahay
0.8618,mali ang item na nareceive ko ash gray order ko pero golden brown ang dumating,mali ang kulay na nareceive ko black order ko pero silver ang dumating sakin
0.8523,mabilis dumating yung order ko safe na safe walang basag yung garapon salamat shopee,mabilis dumating yung order ko safe na safe walang sira yung mga brushes
0.9111,ang liit pala ng lata akala ko malaki base sa picture sa product description,ang liit pala ng bote akala ko malaki base sa picture sa description
0.8729,ang liit pala ng lata akala ko malaki base sa picture sa product description,akala ko malaki yung bote ang liit lang pala base sa picture description
0.8884,responsive si seller sa chat at nagsend pa ng picture bago i-ship out yung item,very responsive si seller at nagsend ng picture bago iship out yung item
0.8678,nag leak yung laman sa loob ng pouch sayang ang daming natapon na oil,nag leak yung oil sa loob ng pouch ang lagkit tuloy nung plastic
0.8907,walang seal yung bote parang nabuksan na o bawas na yung laman sa loob,sira yung seal ng bote parang nabuksan na o bawas na yung laman
0.8708,fake ata to iba yung kulay nung liquid kumpara sa original na nabibili ko,fake ata to iba yung kulay at amoy kumpara sa original na nabibili ko
0.9150,expired na yung pinadala niyo sana chineck niyo muna bago ibenta sa customer,expired na yung pinadala niyo sana chineck niyo muna bago ibenta
0.8509,will order again pag naubos na tong stock ko effective kasi talaga siya sakin,will definitely order again pag naubos na tong box ko effective kasi
0.8753,will order again pag naubos na tong stock ko effective kasi talaga siya sakin,will order again pag naubos na tong stock ko pang business ko kasi
0.9247,mabilis maubos yung laman parang hangin lang yung nasa loob ng lata sayang pera,mabilis maubos yung laman parang hangin lang yung nasa loob ng lata sayang
0.9403,hindi ko type yung amoy masyadong matamis parang candy nakakahilo pag tumagal,hindi ko type yung scent masyadong matamis parang candy na pambata yung amoy
0.8751,fake ata to iba yung amoy at packaging niya sa original na nabibili ko,fake ata to iba yung kulay at amoy kumpara sa original na nabibili ko
0.9159,fake ata to iba yung amoy at packaging niya sa original na nabibili ko,fake ata to iba yung packaging at amoy kumpara sa original na nabibili
0.8782,satisfied customer here ang ganda ng effect sa buhok ko fresh na fresh tignan,happy customer here ang ganda ng result sa kilikili ko fresh tignan palagi
0.9289,legit na listerine to mas mura dito kaysa sa grocery store sa labas,legit na rexona to mas mura dito kaysa sa grocery store sa labas
0.9655,thank you shopee sa mabilis na delivery kahit nasa probinsya pa ako nakatira,thank you shopee sa mabilis na delivery kahit nasa province pa ako
0.9503,thank you shopee sa mabilis na delivery kahit nasa probinsya pa ako nakatira,thank you shopee sa mabilis na delivery kahit nasa probinsya ako ngayon
0.9824,thank you shopee sa mabilis na delivery kahit nasa probinsya pa ako nakatira,thank you shopee sa mabilis na delivery kahit nasa province pa ako ngayon nakatira
0.9264,stainless steel talaga siya matibay at hindi madaling masira sulit sa presyo,sulit na sulit sa presyo stainless steel talaga siya at matibay ang gawa
0.9294,mabilis dumating yung order at well packed naka bubble wrap pa,mabilis dumating yung order at maayos ang packaging naka bubble wrap lahat
0.8509,mabilis dumating yung order at well packed naka bubble wrap pa,mabilis dumating at well packed naka bubble wrap ng makapal salamat
0.8703,mabilis dumating yung order at well packed naka bubble wrap pa,bilis dumating ng order at secure na secure ang packaging naka bubble wrap
0.8827,mabilis dumating yung order at well packed naka bubble wrap pa,okay naman packaging bubble wrapped at mabilis dumating ang order ko
0.8794,mabilis dumating yung order at well packed naka bubble wrap pa,mabilis dumating ang order at secure ang packaging naka karton pa at bubble wrap
0.8936,mabilis dumating yung order at well packed naka bubble wrap pa,mabilis dumating ang order at naka bubble wrap nang makapal kaya safe ang lata
0.9137,mali ang flavor na nareceive ko lemon order ko pero mint ang dumating,wrong scent yung nareceive ko strawberry order ko pero lemon dumating
0.8588,mali ang flavor na nareceive ko lemon order ko pero mint ang dumating,wrong scent yung pinadala ni seller order ko lemon pero strawberry yung dumating
0.9135,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,mali ang kulay na nareceive ko black order ko pero silver ang dumating sakin
0.8768,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,mali yung kulay na pinadala niyo white order ko pero pink ang dumating
0.8518,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,maling kulay yung pinadala kong backdrop stand order ko black pero silver yung dumating
0.9151,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,maling kulay yung pinadala order ko silver pero black yung dumating ayusin niyo naman po
0.8736,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,mali yung kulay na pinadala order ko blue pero red yung dumating sa akin
0.8544,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,wrong color ang pinadala nyo pink ang order ko blue ang dumating
0.8898,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,mali yung kulay na pinadala nyo white ang order ko pero blue dumating
0.8515,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,mali yung color na pinadala niyo cream order ko pero white ang dumating
0.9152,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,wrong color pinadala niyo silver order ko pero black yung dumating ngayon
0.8539,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,wrong color yung pinadala nyo white order ko pero black dumating sakin ngayon
0.8741,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,wrong color yung pinadala niyo order ko black pero dumating sakin ay blue
0.8949,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,wrong color sent order ko gold pero yellow yung dumating sakin ngayon
0.8852,mali yung kulay na pinadala niyo gold order ko pero silver ang dumating sakin,wrong color yung pinadala niyo pink order ko pero blue ang dumating
0.9036,medyo maliit pala siya sa personal akala ko malaki base sa picture sa description,ang liit pala sa personal akala ko malaki base sa picture sa description
0.9094,medyo maliit pala siya sa personal akala ko malaki base sa picture sa description,maliit lang pala siya sa personal akala ko malaki base sa picture kaya basahin maigi description
0.9396,medyo maliit pala siya sa personal akala ko malaki base sa picture sa description,medyo maliit lang pala sya sa personal akala ko malaki base sa picture
0.9024,medyo maliit pala siya sa personal akala ko malaki base sa picture sa description,maliit lang pala siya sa personal akala ko malaki base sa pic
0.9046,medyo maliit pala siya sa personal akala ko malaki base sa picture sa description,maliit lang pala sya sa personal akala ko malaki base sa pictures
0.9258,thank you po sa maayos na packaging naka box pa para hindi mayupi sa byahe,thank you po sa maayos na packaging naka karton pa para hindi mayupi
0.8540,medyo mahal yung shipping fee mas mahal pa sa sponge na binili ko sa inyo,mahal ng shipping fee mas mahal pa sa deodorant na binili ko sa inyo
0.9083,safe na nakarating yung items walang yupi at walang dumi yung packaging,safe na nakarating yung items walang tapon at maayos ang packaging salamat po
0.8640,parang luma na yung stock may mga gasgas na yung bote nung nareceive,parang luma na yung stock may kalawang na yung gilid ng lata nung nareceive
0.8682,mabilis mag reply si seller sa mga inquiries ko tungkol sa scents nila,mabilis naman mag reply si seller sa mga tanong ko tungkol sa item
0.8736,mabilis dumating yung parcel at walang leak yung mga bote salamat seller sa uulitin,mabilis dumating ang parcel at walang gasgas ang mga kubyertos salamat po
0.8697,secure ang packaging naka bubble wrap bawat isa kaya walang basag nung nakuha ko,secure ang packaging naka bubble wrap bawat piraso kaya walang damage
0.8698,mali yung variant na nareceive ko blue order ko pink ang dumating sakin,wrong color ang pinadala nyo pink ang order ko blue ang dumating
0.8642,maganda yung rgb lights niya maliwanag at synchronize naman sa motherboard ko,ang ganda ng rgb lights synchronize agad sa motherboard ko salamat seller
0.8615,mali yung pinadala niyo na kulay white order ko black ang dumating,mali yung kulay na pinadala nyo white ang order ko pero blue dumating
0.8853,mali yung pinadala niyo na kulay white order ko black ang dumating,wrong color yung pinadala nyo white order ko pero black dumating sakin ngayon
0.8666,mali yung pinadala niyo na kulay white order ko black ang dumating,wrong color yung pinadala niyo order ko black pero dumating sakin ay blue
0.8577,thank you seller sa mabilis na shipping sakto sa maintenance ko ngayon,thank you seller sa mabilis na shipping kahit nasa mindanao pa ako ngayon nakatira
0.8809,thank you seller ang bilis dumating kahapon lang in-order nandito na,ang bilis dumating kahapon lang inorder nandito na agad salamat seller sa mabilis na shipping
0.9183,thank you seller ang bilis dumating kahapon lang in-order nandito na,thank you seller ang bilis ng shipping kahapon ko lang inorder nandito na
0.8837,thank you shoppee sa mabilis na delivery at voucher na nagamit ko,salamat shopee sa mabilis na delivery at sa voucher kaya nakamura ako sa shipping fee
0.8528,thank you shoppee sa mabilis na delivery at voucher na nagamit ko,thank you seller sa mabilis na transaction at sa voucher na nagamit ko kaya nakamura ako sa shipping fee
0.8947,thank you shoppee sa mabilis na delivery at voucher na nagamit ko,thank you po sa mabilis na transaction at sa voucher na nagamit ko
0.9690,thank you shoppee sa mabilis na delivery at voucher na nagamit ko,thank you shopee sa mabilis na delivery at sa voucher na nagamit ko
0.8578,thank you shoppee sa mabilis na delivery at voucher na nagamit ko,thank you shopee sa voucher na nagamit ko kaya free shipping ang order ko
0.8568,medyo natagalan bago na ship out pero worth it naman nung nareceive ko kasi ang ganda ng design,medyo matagal bago naship out pero worth it naman nung nareceive ko na
0.8914,mabilis naman dumating pero yupi yupi yung box buti nalang hindi na damage yung mismong item sa loob,mabilis naman dumating kaso yupi yupi yung box buti hindi na damage yung item sa loob
0.8678,mabilis naman dumating pero yupi yupi yung box buti nalang hindi na damage yung mismong item sa loob,mabilis dumating yung parcel pero yupi yung box buti hindi na damage yung case
0.8654,okay naman yung packaging naka bubble wrap ng maayos kaya safe na nakarating dito sa province,maayos yung packaging naka bubble wrap kaya safe na nakarating dito sa amin sa mindanao
0.8614,ang mura lang pero ang dami na kasama sa isang pack kaya sulit na sulit talaga ito pang reserba,sulit na budol to ang mura lang pero ang dami na laman sa isang pack
0.8831,ang bilis ng delivery ni jnt kahapon ko lang inorder nandito na agad ngayon salamat seller,ang bilis ng delivery kahapon ko lang inorder nandito na agad ngayon salamat sa mabilis na transaction seller
0.8690,ang bilis ng delivery ni jnt kahapon ko lang inorder nandito na agad ngayon salamat seller,thank you seller ang bilis ng shipping kahapon ko lang inorder nandito na
0.9050,responsive naman si seller sa mga tanong ko kaya nakuha ko yung tamang size para sa controller,responsive si seller sa mga tanong ko about sa size kaya tama yung nakuha kong item
0.9208,bibili ulit ako sa shop na ito kasi legit yung items at mabilis mag ship out si seller,bibili ulit ako dito sa shop na to kasi legit yung items at mabait si seller
0.8523,ang bilis dumating ng order ko two days lang nandito na agad sa bahay salamat shopee,mabilis naman dumating yung order within 3 days nandito na agad sa bahay salamat shopee
0.9038,ang bilis dumating ng order ko two days lang nandito na agad sa bahay salamat shopee,mabilis dumating yung order within two days nasa bahay na agad salamat shopee
0.8523,ang bilis dumating ng order ko two days lang nandito na agad sa bahay salamat shopee,ang bilis dumating ng order ko two days lang nasa akin na
0.8728,ang bilis dumating ng order ko two days lang nandito na agad sa bahay salamat shopee,ang bilis dumating ng order ko 2 days lang nasa bahay na agad
0.8722,recommend ko ito sa mga naghahanap ng budget friendly na cable na hindi nagsasakripisyo ng quality,recommend ko to sa mga naghahanap ng spare cable na mura lang pero quality
0.8992,ang bilis ma ship out ni seller at nagsend pa ng picture bago ibigay sa courier,mabilis naman naship out ni seller at nagsend pa ng picture bago ibalot
0.8806,ang bilis ma ship out ni seller at nagsend pa ng picture bago ibigay sa courier,mabilis naship out ni seller at nagsend pa ng picture bago ibalot salamat
0.9308,ang bilis ma ship out ni seller at nagsend pa ng picture bago ibigay sa courier,mabilis na ship out ni seller at nagsend pa ng picture bago balutin
0.8520,mabilis naman yung shipping kaso yupi yupi yung box buti nalang hindi na damage yung mismong item,mabilis naman yung delivery kaso sira yung packaging buti hindi damay yung item
0.8694,mabilis naman yung shipping kaso yupi yupi yung box buti nalang hindi na damage yung mismong item,mabilis naman dumating kaso yupi yupi yung box buti hindi na damage yung item sa loob
0.8675,mabait kausap si seller nagsend muna ng picture bago iship yung item kaya alam kong tama yung order,responsive si seller nagsend ng picture bago iship kaya alam kong tama yung order
0.8559,mabait kausap si seller nagsend muna ng picture bago iship yung item kaya alam kong tama yung order,buti na lang mabilis kausap si seller nag send muna siya ng picture bago ipa ship yung item ko
0.9429,thank you rider sa maingat na pag deliver kahit umuulan nakuha ko pa rin ng maayos,thank you rider sa maingat na pagdala kahit umuulan nakuha ko pa rin ng tuyo
0.8911,thank you rider sa maingat na pag deliver kahit umuulan nakuha ko pa rin ng maayos,thank you rider sa maingat na pag deliver walang damage yung parcel ko kahit umuulan
0.8650,okay naman yung handle may grip kaya hindi madulas hawakan kahit pawisin na yung kamay,maganda yung handle niya may grip kaya hindi madulas kahit basa ang kamay mo
0.8634,thank you shopee sa mabilis na delivery nagamit ko agad sa photoshoot ko nung weekend,thank you shopee sa mabilis na delivery nagamit ko agad sa tournament nung sabado
0.8939,ang bilis ma ship out ni seller kahapon ko lang inorder nandito na agad sa bahay,ang bilis maship ni seller kahapon ko lang inorder nandito na agad ngayon
0.9193,ang bilis ma ship out ni seller kahapon ko lang inorder nandito na agad sa bahay,ang bilis naship ni seller kahapon ko lang inorder nandito na agad
0.9668,ang bilis ma ship out ni seller kahapon ko lang inorder nandito na agad sa bahay,mabilis na ship out ni seller kahapon ko lang inorder nandito na agad ngayon sa bahay
0.8751,ang bilis ma ship out ni seller kahapon ko lang inorder nandito na agad sa bahay,bilis ng shipping ni seller kahapon ko lang binili nasa akin na agad
0.9398,ang bilis ma ship out ni seller kahapon ko lang inorder nandito na agad sa bahay,mabilis na ship out ni seller kahapon ko lang inorder nandito na agad
0.8570,maayos yung packaging naka bubble wrap ng makapal kaya walang damage nung binuksan ko kanina,maganda yung packaging naka bubble wrap ng makapal kaya walang damage yung item
0.8784,maayos yung packaging naka bubble wrap ng makapal kaya walang damage nung binuksan ko kanina,maayos ang packaging naka bubble wrap kaya walang yupi yung box nung nareceive ko
0.8703,maayos yung packaging naka bubble wrap ng makapal kaya walang damage nung binuksan ko kanina,well packaged naka bubble wrap ng makapal kaya walang damage yung box
0.9089,parang laruan lang yung feeling nung plastic na ginamit madaling masira pag hindi iningatan,parang laruan lang yung feeling nung plastic na ginamit sobrang gaan at mukhang madaling masira
0.8703,okay naman yung packaging naka double box pa kaya sure na hindi nayupi sa byahe,okay naman yung packaging naka box pa kaya sure na hindi nayupi sa byahe yung item
0.8995,okay naman yung packaging naka double box pa kaya sure na hindi nayupi sa byahe,ayos naman yung packaging naka box pa kaya sure na hindi nayupi sa byahe
0.8802,maling haba yung pinadala order ko 3 meters pero 1 meter lang yung dumating,wrong variation yung dumating order ko 5 meters pero 3 meters lang yung pinadala niyo
0.8579,sobrang ganda ng packaging naka double box pa at may bubble wrap kaya mint dumating,maganda ang packaging naka box at bubble wrap kaya walang yupi nung dumating
0.9100,ang bilis maship ni seller at nagsend muna ng photos bago ipack thank you,mabilis naship out ni seller at nagsend pa ng picture bago ibalot salamat
0.8552,ang bilis maship ni seller at nagsend muna ng photos bago ipack thank you,thank you seller ang bilis ng transaction at nagsend pa ng picture bago ship out yung order
0.8729,baluktot yung frame hindi lapat sa pader kapag sinabit mo na nakaka bother tignan,hindi pantay yung frame tabingi kapag sinabit mo sa pader nakaka oc tignan
0.9429,hindi sumasagot si seller sa refund request ko puro seen lang nakaka disappoint naman yung service,ayaw mag reply ni seller sa refund request ko puro seen lang nakaka disappoint
0.9681,sulit na sulit yung bundle promo nila limang piraso agad sa murang halaga perfect pang practice,sulit yung bundle promo nila limang pares agad sa murang halaga perfect pang practice
0.8548,thank you rider iningatan mo yung parcel ko walang ka damage damage nung inabot sakin kanina,thank you rider sa maingat na pag deliver walang damage yung parcel ko kahit umuulan
0.8781,thank you rider iningatan mo yung parcel ko walang ka damage damage nung inabot sakin kanina,thank you rider sa maingat na pagdala walang damage yung parcel nung nareceive ko
0.8538,sulit yung presyo compared sa mall price na sobrang mahal same quality lang naman,medyo mahal ang price compared sa quality na parang nabibili lang sa palengke dyan
0.8615,secured na secured yung item balot na balot ng bubble wrap kaya walang damage nung nareceive ko,secure na secure yung item naka bubble wrap at karton kaya walang damage nung nareceive ko kaninang umaga
0.8535,secured na secured yung item balot na balot ng bubble wrap kaya walang damage nung nareceive ko,well packaged yung item naka box at bubble wrap kaya walang damage nung nareceive ko
0.9237,secured na secured yung item balot na balot ng bubble wrap kaya walang damage nung nareceive ko,secured yung item naka bubble wrap ng maayos kaya walang gasgas nung nareceive ko
0.9108,thank you rider iningatan mo yung parcel ko kahit maliit lang siya nakuha ko ng maayos,thank you rider iningatan mo yung parcel ko kahit ang laki nung item
0.8524,thank you seller sa freebie na pick kahit isa lang laking tulong na rin sa akin,thank you seller sa freebie na remover laking tulong nito sa trabaho ko
0.8565,thank you seller sa freebie na pick kahit isa lang laking tulong na rin sa akin,thank you seller sa freebie na kasama kahit maliit na bagay lang nakakatuwa pa rin
0.8683,thank you seller sa freebie na pick kahit isa lang laking tulong na rin sa akin,thank you seller sa freebie na extra sticks laking tulong nito sa akin
0.8673,ang tagal bago naship out ni seller inabot ng isang linggo bago dumating sa akin,ang tagal bago na ship out ni seller inabot ng isang linggo bago gumalaw yung status
0.8802,parang luma na yung stock na binigay may amoy yung box na parang tinago ng matagal,parang luma na yung stock na binigay sakin may amoy bodega yung tela
0.8840,mabilis naman dumating yung order within two days nandito na agad sa bahay,mabilis dumating yung order within two days nasa bahay na agad salamat shopee
0.8851,mabilis naman dumating yung order within two days nandito na agad sa bahay,ang bilis dumating ng order ko 2 days lang nasa bahay na agad
0.9358,ang baho ng amoy goma nung binuksan ko kailangan pa ibilad sa araw,amoy goma nung binuksan ko kailangan pa ibilad sa araw para mawala
0.9358,ang baho ng amoy goma nung binuksan ko kailangan pa ibilad sa araw,amoy goma nung binuksan ko kailangan pa ibilad sa araw para mawala
0.8967,medyo mahal para sa quality niya marami naman mas mura sa divisoria,medyo mahal para sa ganitong quality meron mas mura sa divisoria
0.9072,medyo mahal para sa quality niya marami naman mas mura sa divisoria,mahal masyado para sa quality nya meron mas mura sa divisoria na ganito
